source;target;support;confidence
0671027360;1400034779;0.06091370558375635;0.0011507479861910242
0671027360;0312291639;0.025380710659898477;0.0004794783275795934
0671027360;0375727345;0.04568527918781726;0.0008630609896432681
0671027360;044651652X;0.02030456852791878;0.0003835826620636747
0671027360;0385504209;0.23857868020304568;0.004507096279248178
0671027360;0060987103;0.03553299492385787;0.0006712696586114307
0671027360;0316666343;0.08121827411167512;0.0015343306482546988
0671027360;0316769487;0.03553299492385787;0.0006712696586114307
0671027360;0440241073;0.06091370558375635;0.0011507479861910242
0671027360;0786868716;0.050761421319796954;0.0009589566551591868
0671027360;0385484518;0.025380710659898477;0.0004794783275795934
0671027360;0743418174;0.04060913705583756;0.0007671653241273494
0671027360;043935806X;0.06091370558375635;0.0011507479861910242
0671027360;059035342X;0.03553299492385787;0.0006712696586114307
0671027360;0439136369;0.030456852791878174;0.0005753739930955121
0671027360;0439064872;0.03553299492385787;0.0006712696586114307
0671027360;0312195516;0.07614213197969544;0.0014384349827387803
0671027360;0971880107;0.04060913705583756;0.0007671653241273494
0671027360;0439139597;0.030456852791878174;0.0005753739930955121
0671027360;0446672211;0.06091370558375635;0.0011507479861910242
0671027360;0316601950;0.050761421319796954;0.0009589566551591868
0671027360;0060930535;0.02030456852791878;0.0003835826620636747
0671027360;0312278586;0.050761421319796954;0.0009589566551591868
0671027360;0316776963;0.03553299492385787;0.0006712696586114307
0671027360;0345313860;0.025380710659898477;0.0004794783275795934
0671027360;0385335482;0.025380710659898477;0.0004794783275795934
0671027360;0060928336;0.04060913705583756;0.0007671653241273494
0671027360;0804106304;0.02030456852791878;0.0003835826620636747
0671027360;0345342968;0.015228426395939087;0.00028768699654775604
0671027360;0446610038;0.04568527918781726;0.0008630609896432681
0671027360;0452282152;0.05583756345177665;0.0010548523206751054
0671027360;0345417623;0.025380710659898477;0.0004794783275795934
0671027360;0440211727;0.025380710659898477;0.0004794783275795934
0671027360;0345353145;0.01015228426395939;0.00019179133103183735
0671027360;0440226430;0.03553299492385787;0.0006712696586114307
0671027360;014028009X;0.030456852791878174;0.0005753739930955121
0671027360;0142001740;0.04568527918781726;0.0008630609896432681
0671027360;0345370775;0.050761421319796954;0.0009589566551591868
0671027360;067976402X;0.04568527918781726;0.0008630609896432681
0671027360;0446310786;0.04060913705583756;0.0007671653241273494
0671027360;0345337662;0.030456852791878174;0.0005753739930955121
0671027360;0316096199;0.030456852791878174;0.0005753739930955121
0671027360;044023722X;0.030456852791878174;0.0005753739930955121
0671027360;0060976845;0.050761421319796954;0.0009589566551591868
0671027360;0060392452;0.04060913705583756;0.0007671653241273494
0671027360;0345339681;0.04060913705583756;0.0007671653241273494
0671027360;0316284955;0.015228426395939087;0.00028768699654775604
0671027360;0671003755;0.030456852791878174;0.0005753739930955121
0671027360;0156027321;0.030456852791878174;0.0005753739930955121
0671027360;0440234743;0.025380710659898477;0.0004794783275795934
0671027360;0345361792;0.04060913705583756;0.0007671653241273494
0671027360;0375706771;0.02030456852791878;0.0003835826620636747
0671027360;0440236673;0.030456852791878174;0.0005753739930955121
0671027360;0140293248;0.025380710659898477;0.0004794783275795934
0671027360;044021145X;0.025380710659898477;0.0004794783275795934
0671027360;0440221471;0.015228426395939087;0.00028768699654775604
0671027360;0439064864;0.015228426395939087;0.00028768699654775604
0671027360;0060502258;0.01015228426395939;0.00019179133103183735
0671027360;0440220602;0.015228426395939087;0.00028768699654775604
0671027360;0842329129;0.005076142131979695;9.589566551591868e-05
0671027360;0060938455;0.015228426395939087;0.00028768699654775604
0671027360;0446605239;0.01015228426395939;0.00019179133103183735
0671027360;0671021001;0.02030456852791878;0.0003835826620636747
0671027360;0440214041;0.025380710659898477;0.0004794783275795934
0671027360;0440206154;0.02030456852791878;0.0003835826620636747
0671027360;0440213525;0.015228426395939087;0.00028768699654775604
0671027360;0439136350;0.02030456852791878;0.0003835826620636747
0060976845;0743418174;0.06428571428571428;0.0008630609896432681
0060976845;0446672211;0.07857142857142857;0.0010548523206751054
0060976845;0316776963;0.02142857142857143;0.00028768699654775604
0060976845;0316601950;0.1;0.0013425393172228615
0060976845;0312195516;0.1;0.0013425393172228615
0060976845;0446310786;0.03571428571428571;0.0004794783275795934
0060976845;0786868716;0.07857142857142857;0.0010548523206751054
0060976845;0060928336;0.20714285714285716;0.0027809742999616418
0060976845;0452282152;0.03571428571428571;0.0004794783275795934
0060976845;1400034779;0.03571428571428571;0.0004794783275795934
0060976845;044651652X;0.04285714285714286;0.0005753739930955121
0060976845;0375727345;0.05714285714285714;0.0007671653241273494
0060976845;0440214041;0.02142857142857143;0.00028768699654775604
0060976845;0842329129;0.02857142857142857;0.0003835826620636747
0060976845;0446605239;0.03571428571428571;0.0004794783275795934
0060976845;0446610038;0.02857142857142857;0.0003835826620636747
0060976845;0440213525;0.05714285714285714;0.0007671653241273494
0060976845;0142001740;0.07857142857142857;0.0010548523206751054
0060976845;0345342968;0.02142857142857143;0.00028768699654775604
0060976845;0060930535;0.07142857142857142;0.0009589566551591868
0060976845;0345417623;0.02142857142857143;0.00028768699654775604
0060976845;0385504209;0.06428571428571428;0.0008630609896432681
0060976845;0316666343;0.1357142857142857;0.001822017644802455
0060976845;0312291639;0.03571428571428571;0.0004794783275795934
0060976845;0671021001;0.04285714285714286;0.0005753739930955121
0060976845;0316769487;0.04285714285714286;0.0005753739930955121
0060976845;0375706771;0.02857142857142857;0.0003835826620636747
0060976845;0440226430;0.03571428571428571;0.0004794783275795934
0060976845;0385335482;0.03571428571428571;0.0004794783275795934
0060976845;014028009X;0.05;0.0006712696586114307
0060976845;0060502258;0.05714285714285714;0.0007671653241273494
0060976845;059035342X;0.05714285714285714;0.0007671653241273494
0060976845;0439136369;0.014285714285714285;0.00019179133103183735
0060976845;0439064872;0.02857142857142857;0.0003835826620636747
0060976845;0156027321;0.03571428571428571;0.0004794783275795934
0060976845;0385484518;0.05;0.0006712696586114307
0060976845;0060987103;0.05;0.0006712696586114307
0060976845;0345313860;0.04285714285714286;0.0005753739930955121
0060976845;044023722X;0.04285714285714286;0.0005753739930955121
0060976845;044021145X;0.02142857142857143;0.00028768699654775604
0060976845;0671003755;0.08571428571428572;0.0011507479861910242
0060976845;0140293248;0.02857142857142857;0.0003835826620636747
0060976845;0345339681;0.02142857142857143;0.00028768699654775604
0060976845;0316284955;0.02142857142857143;0.00028768699654775604
0060976845;0671027360;0.07142857142857142;0.0009589566551591868
0060976845;067976402X;0.04285714285714286;0.0005753739930955121
0060976845;0312278586;0.05;0.0006712696586114307
0060976845;0440211727;0.03571428571428571;0.0004794783275795934
0060976845;0439064864;0.02857142857142857;0.0003835826620636747
0060976845;0060392452;0.04285714285714286;0.0005753739930955121
0060976845;0345337662;0.02857142857142857;0.0003835826620636747
0060976845;0440236673;0.014285714285714285;0.00019179133103183735
0060976845;043935806X;0.014285714285714285;0.00019179133103183735
0060976845;0316096199;0.014285714285714285;0.00019179133103183735
0060976845;0345361792;0.04285714285714286;0.0005753739930955121
0060976845;0345370775;0.014285714285714285;0.00019179133103183735
0060976845;0440234743;0.014285714285714285;0.00019179133103183735
0060976845;0440221471;0.02142857142857143;0.00028768699654775604
0060976845;0440241073;0.02142857142857143;0.00028768699654775604
0060976845;0440206154;0.02857142857142857;0.0003835826620636747
0060976845;0439139597;0.014285714285714285;0.00019179133103183735
0060976845;0439136350;0.007142857142857143;9.589566551591868e-05
0060976845;0345353145;0.007142857142857143;9.589566551591868e-05
0060976845;0440224764;0.014285714285714285;0.00019179133103183735
0060976845;0440220602;0.007142857142857143;9.589566551591868e-05
0060976845;0060938455;0.014285714285714285;0.00019179133103183735
0060976845;0804106304;0.007142857142857143;9.589566551591868e-05
0316601950;044023722X;0.043478260869565216;0.0007671653241273494
0316601950;0316776963;0.02717391304347826;0.0004794783275795934
0316601950;044651652X;0.03804347826086957;0.0006712696586114307
0316601950;044021145X;0.03804347826086957;0.0006712696586114307
0316601950;0316666343;0.14130434782608695;0.002493287303413886
0316601950;0671021001;0.06521739130434782;0.0011507479861910242
0316601950;067976402X;0.059782608695652176;0.0010548523206751054
0316601950;0060930535;0.08152173913043478;0.0014384349827387803
0316601950;0060928336;0.08152173913043478;0.0014384349827387803
0316601950;0446310786;0.02717391304347826;0.0004794783275795934
0316601950;0743418174;0.07065217391304347;0.001246643651706943
0316601950;0156027321;0.03804347826086957;0.0006712696586114307
0316601950;0142001740;0.07065217391304347;0.001246643651706943
0316601950;0060987103;0.021739130434782608;0.0003835826620636747
0316601950;0140293248;0.05434782608695652;0.0009589566551591868
0316601950;0060976845;0.07608695652173914;0.0013425393172228615
0316601950;0312195516;0.11413043478260869;0.0020138089758342925
0316601950;0440241073;0.02717391304347826;0.0004794783275795934
0316601950;0439139597;0.016304347826086956;0.00028768699654775604
0316601950;0446672211;0.11956521739130435;0.002109704641350211
0316601950;0671027360;0.05434782608695652;0.0009589566551591868
0316601950;0385504209;0.06521739130434782;0.0011507479861910242
0316601950;014028009X;0.07065217391304347;0.001246643651706943
0316601950;1400034779;0.03260869565217391;0.0005753739930955121
0316601950;0375727345;0.09239130434782608;0.0016302263137706176
0316601950;0452282152;0.03804347826086957;0.0006712696586114307
0316601950;0312291639;0.02717391304347826;0.0004794783275795934
0316601950;0786868716;0.03260869565217391;0.0005753739930955121
0316601950;0439064864;0.021739130434782608;0.0003835826620636747
0316601950;0316769487;0.02717391304347826;0.0004794783275795934
0316601950;043935806X;0.010869565217391304;0.00019179133103183735
0316601950;0375706771;0.09239130434782608;0.0016302263137706176
0316601950;0385484518;0.059782608695652176;0.0010548523206751054
0316601950;059035342X;0.02717391304347826;0.0004794783275795934
0316601950;0345339681;0.005434782608695652;9.589566551591868e-05
0316601950;0446610038;0.03804347826086957;0.0006712696586114307
0316601950;0804106304;0.059782608695652176;0.0010548523206751054
0316601950;0971880107;0.043478260869565216;0.0007671653241273494
0316601950;0440211727;0.043478260869565216;0.0007671653241273494
0316601950;0060502258;0.016304347826086956;0.00028768699654775604
0316601950;0345361792;0.043478260869565216;0.0007671653241273494
0316601950;0345417623;0.016304347826086956;0.00028768699654775604
0316601950;0842329129;0.043478260869565216;0.0007671653241273494
0316601950;0060392452;0.02717391304347826;0.0004794783275795934
0316601950;0312278586;0.04891304347826087;0.0008630609896432681
0316601950;0345370775;0.02717391304347826;0.0004794783275795934
0316601950;0440226430;0.059782608695652176;0.0010548523206751054
0316601950;0439136350;0.016304347826086956;0.00028768699654775604
0316601950;0440214041;0.03804347826086957;0.0006712696586114307
0316601950;0440206154;0.016304347826086956;0.00028768699654775604
0316601950;0345313860;0.03260869565217391;0.0005753739930955121
0316601950;0446605239;0.06521739130434782;0.0011507479861910242
0316601950;0316284955;0.03804347826086957;0.0006712696586114307
0316601950;0316096199;0.021739130434782608;0.0003835826620636747
0316601950;0671003755;0.06521739130434782;0.0011507479861910242
0316601950;0440236673;0.021739130434782608;0.0003835826620636747
0316601950;0440213525;0.03260869565217391;0.0005753739930955121
0316601950;0440220602;0.02717391304347826;0.0004794783275795934
0316601950;0440224764;0.021739130434782608;0.0003835826620636747
0316601950;0439064872;0.010869565217391304;0.00019179133103183735
0316601950;0439136369;0.010869565217391304;0.00019179133103183735
0316601950;0440234743;0.016304347826086956;0.00028768699654775604
0316601950;0440221471;0.021739130434782608;0.0003835826620636747
0316601950;0345337662;0.016304347826086956;0.00028768699654775604
